Date,Open,High,Low,Close,Adj_Close,Volume,Stock,Daily_Return,MA30
2021-03-19,57850.44,59498.38,56643.7,58346.65,58346.65,49063873786, AAPL ,0.8577462850757904,53047.023
2021-03-20,58332.26,60031.29,58213.3,58313.64,58313.64,50361731222, AAPL ,-0.03192058733881152,53268.15099999999
2021-03-21,58309.91,58767.9,56005.62,57523.42,57523.42,51943414539, AAPL ,-1.3488101765206038,53322.66066666667
2021-03-22,57517.89,58471.48,54288.16,54529.14,54529.14,56521454974, AAPL ,-5.19620938807039,53270.314666666665
2021-03-23,54511.66,55985.44,53470.7,54738.95,54738.95,56435023914, AAPL ,0.4169566657848863,53176.948
2021-03-24,54710.49,57262.38,52514.33,52774.27,52774.27,70567223787, AAPL ,-3.539028804165346,53129.17966666666
2021-03-25,52726.75,53392.39,50856.57,51704.16,51704.16,67999812841, AAPL ,-1.9394140545358791,53225.17066666667
2021-03-26,51683.01,55137.31,51579.86,55137.31,55137.31,56652197978, AAPL ,6.683627753104929,53406.236666666664
2021-03-27,55137.57,56568.21,54242.91,55973.51,55973.51,47266542233, AAPL ,1.5160987326790105,53702.22533333333
2021-03-28,55974.94,56610.31,55071.11,55950.75,55950.75,47686580918, AAPL ,-0.043215767627446014,54022.59166666666
2021-03-29,55947.9,58342.1,55139.34,57750.2,57750.2,57625587027, AAPL ,3.2213899002464714,54407.98333333333
2021-03-30,57750.13,59447.22,57251.55,58917.69,58917.69,54414116432, AAPL ,2.021744366636067,54867.314
2021-03-31,58930.28,59930.03,57726.42,58918.83,58918.83,65520826225, AAPL ,-0.019429739685603208,55176.90033333333
2021-04-01,58926.56,59586.07,58505.28,59095.81,59095.81,61669163792, AAPL ,0.2872219250538297,55534.12766666666
2021-04-02,59098.88,60267.19,58869.28,59384.31,59384.31,58727860620, AAPL ,0.48297023564575214,55828.996666666666
2021-04-03,59397.41,60110.27,57603.89,57603.89,57603.89,59641344484, AAPL ,-3.0195255988434577,56130.42066666667
2021-04-04,57604.84,58913.75,57168.68,58758.55,58758.55,50749662970, AAPL ,2.0028004591280983,56458.12899999999
2021-04-05,58760.88,59891.3,57694.82,59057.88,59057.88,60706272115, AAPL ,0.5054383120198337,56796.312333333335
2021-04-06,59171.93,59479.58,57646.81,58192.36,58192.36,66058027988, AAPL ,-1.6554640012587045,57029.16799999999
2021-04-07,58186.51,58731.14,55604.02,56048.94,56048.94,75645303584, AAPL ,-3.673652191891213,57155.91533333334
2021-04-08,56099.91,58338.74,55879.09,58323.95,58323.95,53053855641, AAPL ,3.9644270374052173,57272.57633333334
2021-04-09,58326.56,58937.05,57807.86,58245.0,58245.0,46655208546, AAPL ,-0.1398333795101197,57347.12466666666
2021-04-10,58253.78,61276.66,58038.71,59793.23,59793.23,58238470525, AAPL ,2.6426611285997312,57413.395000000004
2021-04-11,59846.23,60790.55,59289.8,60204.96,60204.96,46280252580, AAPL ,0.5994195457257641,57509.15733333333
2021-04-12,60175.95,61253.04,59589.88,59893.45,59893.45,51828688519, AAPL ,-0.4694566517022166,57464.16933333333
2021-04-13,59890.02,63742.29,59869.96,63503.46,63503.46,69983454362, AAPL ,6.033459330953642,57604.20733333333
2021-04-14,63523.75,64863.1,61554.8,63109.7,63109.7,77451779687, AAPL ,-0.6518034593360797,57844.290666666675
2021-04-15,63075.2,63821.67,62208.96,63314.01,63314.01,60954381579, AAPL ,0.37861156207194735,58061.261000000006
2021-04-16,63258.5,63594.72,60222.53,61572.79,61572.79,84293007468, AAPL ,-2.664796035315411,58151.32433333333
2021-04-17,61529.92,62572.18,60361.35,60683.82,60683.82,66138759198, AAPL ,-1.375103364346969,58245.48766666666
2021-04-18,60701.89,61057.46,52829.54,56216.18,56216.18,97468872758, AAPL ,-7.389736958766852,58174.471999999994
2021-04-19,56191.59,57520.05,54368.59,55724.27,55724.27,65344865159, AAPL ,-0.8316547013529956,58088.15966666667
2021-04-20,55681.79,57062.15,53448.05,56473.03,56473.03,67849323955, AAPL ,1.4210031681811917,58053.14666666666
2021-04-21,56471.13,56757.97,53695.47,53906.09,53906.09,54926612466, AAPL ,-4.542214756460515,58032.378333333334
2021-04-22,53857.11,55410.23,50583.81,51762.27,51762.27,74798630778, AAPL ,-3.8896257151562788,57933.15566666667
2021-04-23,51739.81,52120.79,47714.66,51093.65,51093.65,86668667320, AAPL ,-1.248864269118878,57877.135
2021-04-24,51143.23,51167.56,48805.29,50050.87,50050.87,49014494781, AAPL ,-2.135883869673465,57822.02533333333
2021-04-25,50052.83,50506.02,47159.48,49004.25,49004.25,46117114240, AAPL ,-2.0949464795497112,57617.590000000004
2021-04-26,49077.79,54288.0,48852.8,54021.75,54021.75,58284039825, AAPL ,10.073721738489038,57552.53133333334
2021-04-27,54030.3,55416.96,53319.19,55033.12,55033.12,49448222757, AAPL ,1.8560326335408088,57521.943666666666
2021-04-28,55036.64,56227.21,53887.92,54824.7,54824.7,48000572955, AAPL ,-0.38508891531169476,57424.426999999996
2021-04-29,54858.09,55115.84,52418.03,53555.11,53555.11,46088929780, AAPL ,-2.375182949315217,57245.674333333336
2021-04-30,53568.66,57900.72,53129.6,57750.18,57750.18,52395931985, AAPL ,7.805907409294906,57206.71933333333
2021-05-01,57714.66,58448.34,57052.27,57828.05,57828.05,42836427360, AAPL ,0.19646654766743735,57164.460666666666
2021-05-02,57825.86,57902.59,56141.91,56631.08,56631.08,38177405335, AAPL ,-2.0661690115806297,57072.68633333334
2021-05-03,56620.27,58973.31,56590.87,57200.29,57200.29,51713139031, AAPL ,1.0244034512728464,57059.23300000001
2021-05-04,57214.18,57214.18,53191.43,53333.54,53333.54,68564706967, AAPL ,-6.782654230122671,56878.399333333335
2021-05-05,53252.16,57911.36,52969.05,57424.01,57424.01,69241316747, AAPL ,7.834142314602823,56823.937
2021-05-06,57441.31,58363.32,55382.51,56396.52,56396.52,69523285106, AAPL ,-1.8188826125309483,56764.075666666664
2021-05-07,56413.95,58606.63,55321.85,57356.4,57356.4,68434023376, AAPL ,1.6705974320181523,56807.657666666666
2021-05-08,57352.77,59464.61,56975.21,58803.78,58803.78,65382980634, AAPL ,2.5299737048445996,56823.652
2021-05-09,58877.39,59210.88,56482.0,58232.32,58232.32,65906690347, AAPL ,-1.0956158212855558,56823.22933333333
2021-05-10,58250.87,59519.36,54071.46,55859.8,55859.8,71776546298, AAPL ,-4.1047798942745395,56692.115
2021-05-11,55847.24,56872.54,54608.65,56704.57,56704.57,61308396325, AAPL ,1.5351340549685208,56575.435333333335
2021-05-12,56714.53,57939.36,49150.54,49150.54,49150.54,75215403907, AAPL ,-13.33695262924686,56217.33833333334
2021-05-13,49735.43,51330.84,46980.02,49716.19,49716.19,96721152926, AAPL ,-0.038684696201476416,55757.76266666667
2021-05-14,49682.98,51438.12,48868.58,49880.54,49880.54,55737497453, AAPL ,0.3976412042916863,55316.79066666667
2021-05-15,49855.5,50639.66,46664.14,46760.19,46760.19,59161047474, AAPL ,-6.208562746336909,54764.996666666666
2021-05-16,46716.64,49720.04,43963.35,46456.06,46456.06,64047871555, AAPL ,-0.557788402590601,54261.10566666667
2021-05-17,46415.9,46623.56,42207.29,43537.51,43537.51,74903638450, AAPL ,-6.201301709112609,53689.562000000005
2021-05-18,43488.06,45812.46,42367.83,42909.4,42909.4,56187365084, AAPL ,-1.3306181052914208,53246.00266666667
2021-05-19,42944.98,43546.12,30681.5,37002.44,37002.44,126358098747, AAPL ,-13.83756611366451,52621.941666666666
2021-05-20,36753.67,42462.98,35050.62,40782.74,40782.74,88281943359, AAPL ,10.962361037686849,52098.932
2021-05-21,40596.95,42172.17,33616.45,37304.69,37304.69,82051616861, AAPL ,-8.10962399884719,51545.552
2021-05-22,37371.03,38831.05,35383.68,37536.63,37536.63,57377273240, AAPL ,0.4431239920333974,51071.363999999994
2021-05-23,37531.45,38289.22,31227.34,34770.58,34770.58,78469274361, AAPL ,-7.356150641661848,50527.26166666667
2021-05-24,34700.36,39835.14,34551.08,38705.98,38705.98,67359584098, AAPL ,11.543453727857585,50149.098666666665
2021-05-25,38795.78,39776.35,36581.43,38402.22,38402.22,56211915803, AAPL ,-1.014440230354945,49795.69766666667
2021-05-26,38392.63,40782.08,37905.84,39294.2,39294.2,51346735160, AAPL ,2.3482892419717007,49304.77933333333
2021-05-27,39316.89,40379.62,37247.9,38436.97,38436.97,43210968721, AAPL ,-2.2380203520675166,48751.57433333333
2021-05-28,38507.08,38856.97,34779.04,35697.61,35697.61,55200191952, AAPL ,-7.295982972481946,48114.00466666667
2021-05-29,35684.16,37234.5,33693.93,34616.07,34616.07,45231013335, AAPL ,-2.9931768044981406,47482.70333333334
2021-05-30,34607.41,36400.67,33520.74,35678.13,35678.13,31646080921, AAPL ,3.093903877811121,46746.96833333334
2021-05-31,35658.59,37468.25,34241.95,37332.86,37332.86,39009847639, AAPL ,4.695278192435551,46063.795333333335
2021-06-01,37293.79,37896.73,35787.09,36684.93,36684.93,34639423297, AAPL ,-1.632604248589378,45398.92366666666
2021-06-02,36699.92,38231.34,35966.31,37575.18,37575.18,33070867190, AAPL ,2.384909830866122,44744.75333333333
2021-06-03,37599.41,39478.95,37243.97,39208.77,39208.77,35460750427, AAPL ,4.280279929924414,44273.92766666667
2021-06-04,39242.48,39242.48,35717.72,36894.41,36894.41,41831090187, AAPL ,-5.983490340060056,43589.60766666666
2021-06-05,36880.16,37917.71,34900.41,35551.96,35551.96,35959473399, AAPL ,-3.601394354037521,42894.789000000004
2021-06-06,35538.61,36436.42,35304.58,35862.38,35862.38,28913440585, AAPL ,0.9110373196925733,42178.32166666666
2021-06-07,35835.27,36790.57,33480.64,33560.71,33560.71,33683936663, AAPL ,-6.347266254726135,41336.88599999999
2021-06-08,33589.52,34017.39,31114.44,33472.63,33472.63,49902050442, AAPL ,-0.3479954461986936,40511.563
2021-06-09,33416.98,37537.37,32475.87,37345.12,37345.12,53972919008, AAPL ,11.754922198235745,39894.407
2021-06-10,37389.52,38334.32,35847.59,36702.6,36702.6,43576032854, AAPL ,-1.8371993007666274,39227.674666666666
2021-06-11,36697.03,37608.7,36044.45,37334.4,37334.4,38699736985, AAPL ,1.7368435538243903,38833.80333333333
2021-06-12,37340.14,37408.93,34728.19,35552.52,35552.52,37924228550, AAPL ,-4.787395012445059,38361.681
2021-06-13,35555.79,39322.78,34864.11,39097.86,39097.86,40669112838, AAPL ,9.962006188021697,38002.25833333333
2021-06-14,39016.97,40978.36,38757.29,40218.48,40218.48,43148914673, AAPL ,3.0794549141053293,37784.20133333334
2021-06-15,40427.17,41295.27,39609.47,40406.27,40406.27,46420149185, AAPL ,-0.05169790514646822,37582.541666666664
2021-06-16,40168.69,40516.78,38176.04,38347.06,38347.06,39211635100, AAPL ,-4.53494998218763,37409.52666666666
2021-06-17,38341.42,39513.67,37439.68,38053.5,38053.5,37096670047, AAPL ,-0.7509372370663325,37247.66333333333
2021-06-18,38099.48,38187.26,35255.86,35787.25,35787.25,36200887275, AAPL ,-6.068927974870006,37207.157
2021-06-19,35854.53,36457.8,34933.06,35615.87,35615.87,31207279719, AAPL ,-0.6656341611506167,37034.928
2021-06-20,35563.14,36059.48,33432.07,35698.3,35698.3,36664034054, AAPL ,0.38005642921295335,36981.38166666667
2021-06-21,35641.14,35721.64,31295.94,31676.69,31676.69,52809038594, AAPL ,-11.123241288017164,36786.05033333333
2021-06-22,31622.38,33292.45,28893.62,32505.66,32505.66,58964353058, AAPL ,2.7932116431464005,36710.55299999999
2021-06-23,32515.71,34753.41,31772.63,33723.03,33723.03,46317108925, AAPL ,3.7130359447786923,36544.454666666665
2021-06-24,33682.8,35228.85,32385.21,34662.44,34662.44,33123368116, AAPL ,2.908428040424191,36419.795333333335
2021-06-25,34659.11,35487.25,31350.88,31637.78,31637.78,40230904226, AAPL ,-8.717275198353338,36164.58133333333
2021-06-26,31594.66,32637.59,30184.5,32186.28,32186.28,38585385521, AAPL ,1.872531624014941,35956.225
2021-06-27,32287.52,34656.13,32071.76,34649.64,34649.64,35511640894, AAPL ,7.3158917129590595,35921.29266666667
2021-06-28,34679.12,35219.89,33902.07,34434.34,34434.34,33892523752, AAPL ,-0.705842593468364,35915.235
2021-06-29,34475.56,36542.11,34252.48,35867.78,35867.78,37901460044, AAPL ,4.038281031548149,35921.556666666664
2021-06-30,35908.39,36074.76,34086.15,35040.84,35040.84,34059036099, AAPL ,-2.4160091833691317,35845.155999999995
2021-07-01,35035.98,35035.98,32883.78,33572.12,33572.12,37838957079, AAPL ,-4.17816199232903,35741.39566666666
2021-07-02,33549.6,33939.59,32770.68,33897.05,33897.05,38728974942, AAPL ,1.0356308271931838,35618.791333333334
2021-07-03,33854.42,34909.26,33402.7,34668.55,34668.55,24383958643, AAPL ,2.4047967739515395,35467.450666666664
2021-07-04,34665.57,35937.57,34396.48,35287.78,35287.78,24924307911, AAPL ,1.794893319221346,35413.89633333333
2021-07-05,35284.34,35284.34,33213.66,33746.0,33746.0,26721554282, AAPL ,-4.35983782040417,35353.69766666667
2021-07-06,33723.51,35038.54,33599.92,34235.2,34235.2,26501259870, AAPL ,1.5173094378372685,35299.458333333336
2021-07-07,34225.68,34997.66,33839.29,33855.33,33855.33,24796027477, AAPL ,-1.0820822259776826,35309.279
2021-07-08,33889.61,33907.91,32133.18,32877.37,32877.37,29910396946, AAPL ,-2.9868741481533663,35289.437000000005
2021-07-09,32861.67,34042.29,32318.88,33798.01,33798.01,27436021028, AAPL ,2.849337845581201,35171.2
2021-07-10,33811.24,34209.07,33116.01,33520.52,33520.52,22971873468, AAPL ,-0.8598324107604489,35065.130666666664
2021-07-11,33509.08,34584.7,33346.74,34240.19,34240.19,20108729370, AAPL ,2.1818265377623036,34961.990333333335
2021-07-12,34254.02,34592.16,32697.31,33155.85,33155.85,24321499537, AAPL ,-3.2059594757053285,34882.10133333333
2021-07-13,33125.47,33327.1,32261.42,32702.03,32702.03,19120856669, AAPL ,-1.2782912966970803,34668.907
2021-07-14,32723.85,33061.4,31639.13,32822.35,32822.35,21376531210, AAPL ,0.3010037021927432,34422.36933333333
2021-07-15,32827.88,33159.64,31175.71,31780.73,31780.73,21300524237, AAPL ,-3.1898191415345676,34134.85133333333
2021-07-16,31841.55,32218.41,31100.67,31421.54,31421.54,23699476918, AAPL ,-1.3190626712581466,33904.00066666667
2021-07-17,31397.31,31935.95,31223.99,31533.07,31533.07,18895018942, AAPL ,0.43239373054570085,33686.653
2021-07-18,31533.88,32399.0,31215.49,31796.81,31796.81,18787986667, AAPL ,0.8338016127415983,33553.638333333336
2021-07-19,31800.01,31885.86,30563.73,30817.83,30817.83,20434789545, AAPL ,-3.088615380938549,33393.70366666667
2021-07-20,30838.29,31006.19,29360.96,29807.35,29807.35,23148267245, AAPL ,-3.3430517710288163,33197.33866666666
2021-07-21,29796.29,32752.33,29526.18,32110.69,32110.69,28203024559, AAPL ,7.767409969496194,33211.80533333334
2021-07-22,32138.87,32576.4,31745.3,32313.11,32313.11,19555230518, AAPL ,0.5421472503544823,33205.387
2021-07-23,32305.96,33581.55,32057.89,33581.55,33581.55,22552046192, AAPL ,3.9484664749167147,33200.670999999995
2021-07-24,33593.73,34490.39,33424.86,34292.45,34292.45,21664706865, AAPL ,2.079911935947553,33188.338
2021-07-25,34290.29,35364.93,33881.84,35350.19,35350.19,20856685287, AAPL ,3.0909624852983204,33312.085
2021-07-26,35384.03,40499.68,35287.31,37337.54,37337.54,51022126212, AAPL ,5.520880465000742,33483.793666666665
2021-07-27,37276.04,39406.94,36441.73,39406.94,39406.94,35097370560, AAPL ,5.716540705504129,33642.37033333334
2021-07-28,39503.19,40816.07,38862.44,39995.91,39995.91,38702404695, AAPL ,1.247291674419208,33827.756
2021-07-29,39995.45,40593.07,39352.06,40008.42,40008.42,27167146027, AAPL ,0.03242868876334974,33965.77733333334
2021-07-30,40027.48,42235.55,38397.36,42235.55,42235.55,33072782960, AAPL ,5.516385243337826,34205.601
2021-07-31,42196.3,42231.45,41110.83,41626.2,41626.2,25802845343, AAPL ,-1.3510663257205153,34474.07033333333
2021-08-01,41460.84,42541.68,39540.94,39974.89,39974.89,26688438115, AAPL ,-3.5839843090492067,34676.665
2021-08-02,39907.26,40419.18,38746.35,39201.95,39201.95,25595265436, AAPL ,-1.7673726534971452,34827.778333333335
2021-08-03,39178.4,39750.03,37782.05,38152.98,38152.98,26189830450, AAPL ,-2.617309537908639,34923.284999999996
2021-08-04,38213.33,39952.3,37589.16,39747.5,39747.5,25372562724, AAPL ,4.0147508735825905,35123.335
2021-08-05,39744.52,41341.93,37458.0,40869.55,40869.55,35185031017, AAPL ,2.830654389586303,35344.479999999996
2021-08-06,40865.87,43271.66,39932.18,42816.5,42816.5,38226483046, AAPL ,4.773249657966408,35643.185666666664
2021-08-07,42832.8,44689.86,42618.57,44555.8,44555.8,40030862141, AAPL ,4.022618180459834,36032.46666666667
2021-08-08,44574.44,45282.35,43331.91,43798.12,43798.12,36302664750, AAPL ,-1.7416259183514131,36365.80366666666
2021-08-09,43791.93,46456.83,42848.69,46365.4,46365.4,38734079049, AAPL ,5.876585023770364,36793.96633333333
2021-08-10,46280.85,46637.99,44705.55,45585.03,45585.03,33546019517, AAPL ,-1.503472818671221,37172.12766666667
2021-08-11,45599.7,46735.63,45351.71,45593.64,45593.64,34319709073, AAPL ,-0.013289561115528549,37586.72066666666
2021-08-12,45576.88,46228.91,43861.45,44428.29,44428.29,33723620826, AAPL ,-2.5201154620500494,37977.596000000005
2021-08-13,44439.69,47831.98,44282.42,47793.32,47793.32,31744259539, AAPL ,7.546474784140027,38476.628333333334
2021-08-14,47810.69,48098.68,46177.63,47096.95,47096.95,31211354442, AAPL ,-1.4928460559761954,38987.169
2021-08-15,47096.67,47357.11,45579.59,47047.0,47047.0,30988958446, AAPL ,-0.10546393195102384,39508.01766666667
2021-08-16,47019.96,47998.1,45700.32,46004.48,46004.48,32776876610, AAPL ,-2.159678570547478,39990.398
2021-08-17,45936.46,47139.57,44512.42,44695.36,44695.36,33451362600, AAPL ,-2.7017754524401716,40420.34966666667
2021-08-18,44686.75,45952.06,44364.03,44801.19,44801.19,32194123075, AAPL ,0.25609380856742175,40886.46166666667
2021-08-19,44741.88,46970.76,43998.32,46717.58,46717.58,37204312299, AAPL ,4.4157733202091745,41450.13599999999
2021-08-20,46723.12,49342.15,46650.71,49339.18,49339.18,34706867452, AAPL ,5.599069582681973,42024.419
2021-08-21,49327.07,49717.02,48312.2,48905.49,48905.49,40585205312, AAPL ,-0.8546625615508924,42577.49833333334
2021-08-22,48869.11,49471.61,48199.94,49321.65,49321.65,25370975378, AAPL ,0.9260246401049679,43102.168333333335
2021-08-23,49291.68,50482.08,49074.61,49546.15,49546.15,34305053719, AAPL ,0.5162534529153828,43610.62500000001
2021-08-24,49562.35,49878.77,47687.12,47706.12,47706.12,35361168834, AAPL ,-3.7452421041375077,44022.48933333333
2021-08-25,47727.26,49202.88,47163.61,48960.79,48960.79,32646349931, AAPL ,2.5845397368296417,44409.931
2021-08-26,49002.64,49347.58,46405.78,46942.22,46942.22,32666549568, AAPL ,-4.204712235912185,44661.106999999996
2021-08-27,46894.55,49112.79,46394.28,49058.67,49058.67,34511076995, AAPL ,4.6148646271261695,44963.199
2021-08-28,49072.59,49283.5,48499.24,48902.4,48902.4,28568103401, AAPL ,-0.3468127522920536,45259.66500000001
2021-08-29,48911.25,49644.11,47925.86,48829.83,48829.83,25889650240, AAPL ,-0.16646477037491017,45479.47433333333
2021-08-30,48834.85,48925.61,46950.27,47054.98,47054.98,31847007016, AAPL ,-3.6446717866441594,45660.43366666667
2021-08-31,47024.34,48189.55,46750.09,47166.69,47166.69,34730363427, AAPL ,0.30271557240358044,45900.16033333333
2021-09-01,47099.77,49111.09,46562.44,48847.03,48847.03,39139399125, AAPL ,3.709699643968542,46221.66300000001
2021-09-02,48807.85,50343.42,48652.32,49327.72,49327.72,39508070319, AAPL ,1.0651360385675719,46594.15433333334
2021-09-03,49288.25,50982.27,48386.09,50025.38,50025.38,43206179619, AAPL ,1.4955491420368898,46936.75033333334
2021-09-04,50009.32,50545.58,49548.78,49944.63,49944.63,37471327794, AAPL ,-0.1293558880624698,47239.253000000004
2021-09-05,49937.86,51868.68,49538.6,51753.41,51753.41,30322676319, AAPL ,3.635618346481012,47537.15
2021-09-06,51769.0,52700.94,51053.68,52633.54,52633.54,38884105426, AAPL ,1.669995557186735,47806.408
2021-09-07,52660.48,52853.77,43285.21,46811.13,46811.13,65210059683, AAPL ,-11.107665558688423,47906.84166666667
2021-09-08,46827.76,47334.05,44561.39,46091.39,46091.39,49007762488, AAPL ,-1.5725074186764487,47897.708
2021-09-09,45774.74,47261.95,45669.74,46391.42,46391.42,38672657013, AAPL ,1.3472059043918116,47924.587666666666
2021-09-10,46396.66,47031.74,44344.48,44883.91,44883.91,39154666597, AAPL ,-3.26047176671769,47900.93000000001
2021-09-11,44869.84,45969.29,44818.27,45201.46,45201.46,34499835245, AAPL ,0.7390710553012951,47926.702333333335
2021-09-12,45206.63,46364.88,44790.46,46063.27,46063.27,27881980161, AAPL ,1.8949432859737596,47869.034
2021-09-13,46057.21,46598.68,43591.32,44963.07,44963.07,40969943253, AAPL ,-2.3756106807164383,47797.90466666666
2021-09-14,44960.05,47218.13,44752.33,47092.49,47092.49,38652152880, AAPL ,4.742966255598014,47799.420999999995
2021-09-15,47098.0,48450.47,46773.33,48176.35,48176.35,30484496466, AAPL ,2.289587668266165,47871.816666666666
2021-09-16,48158.91,48486.83,47079.56,47783.36,47783.36,31764293754, AAPL ,-0.779814161076326,47974.75
2021-09-17,47771.0,48160.92,46832.52,47267.52,47267.52,28727713711, AAPL ,-1.0539448619455385,48056.960999999996
2021-09-18,47273.53,48791.78,47087.29,48278.36,48278.36,28575630451, AAPL ,2.125565829334094,48108.987
2021-09-19,48268.86,48328.37,46919.8,47260.22,47260.22,26967722648, AAPL ,-2.0896288000172354,48039.68833333333
2021-09-20,47261.41,47328.2,42598.91,42843.8,42843.8,43909845642, AAPL ,-9.347181982086443,47837.632
2021-09-21,43012.23,43607.61,39787.61,40693.68,40693.68,48701090088, AAPL ,-5.390443601738395,47550.033
2021-09-22,40677.95,43978.62,40625.63,43574.51,43574.51,38139709246, AAPL ,7.120712818615503,47350.978333333325
2021-09-23,43560.3,44942.18,43109.34,44895.1,44895.1,34244064430, AAPL ,3.064258051482647,47257.27766666667
2021-09-24,44894.3,45080.49,40936.56,42839.75,42839.75,42839345714, AAPL ,-4.576416159735206,47053.243
2021-09-25,42840.89,42996.26,41759.92,42716.59,42716.59,31604717236, AAPL ,-0.29014336536893354,46912.388666666666
2021-09-26,42721.63,43919.3,40848.46,43208.54,43208.54,30661222077, AAPL ,1.1397271124720745,46717.384333333335
2021-09-27,43234.18,44313.25,42190.63,42235.73,42235.73,30980029059, AAPL ,-2.309399646298362,46495.162
2021-09-28,42200.9,42775.14,40931.66,41034.54,41034.54,30214940550, AAPL ,-2.763827311739798,46235.319
2021-09-29,41064.98,42545.26,40829.67,41564.36,41564.36,30602359905, AAPL ,1.2160726731146523,46052.29833333333
2021-09-30,41551.27,44092.6,41444.58,43790.89,43790.89,31141681925, AAPL ,5.390015756437776,45939.77166666666
2021-10-01,43816.74,48436.01,43320.02,48116.94,48116.94,42850641582, AAPL ,9.814057367115867,45915.43533333333
2021-10-02,48137.47,48282.06,47465.5,47711.49,47711.49,30614346492, AAPL ,-0.8849239480180475,45861.560999999994
2021-10-03,47680.03,49130.69,47157.29,48199.95,48199.95,26638115879, AAPL ,1.0904355555145377,45800.71333333334
2021-10-04,48208.91,49456.78,47045.0,49112.9,49112.9,33383173002, AAPL ,1.875151294646566,45772.988999999994
2021-10-05,49174.96,51839.98,49072.84,51514.81,51514.81,35873904236, AAPL ,4.758214343234847,45765.03566666667
2021-10-06,51486.66,55568.46,50488.19,55361.45,55361.45,49034730168, AAPL ,7.5258134825603245,45855.966
2021-10-07,55338.63,55338.63,53525.47,53805.98,53805.98,36807860413, AAPL ,-2.7695842849741568,46089.12766666667
2021-10-08,53802.14,55922.98,53688.05,53967.85,53967.85,34800873924, AAPL ,0.30799890115894857,46351.67633333334
2021-10-09,53929.78,55397.95,53735.14,54968.22,54968.22,32491211414, AAPL ,1.9255409534398293,46637.56966666667
2021-10-10,54952.82,56401.3,54264.26,54771.58,54771.58,39527792364, AAPL ,-0.3298101899047182,46967.15866666666
2021-10-11,54734.13,57793.04,54519.77,57484.79,57484.79,42637331698, AAPL ,5.025493234294586,47376.602999999996
2021-10-12,57526.83,57627.88,54477.97,56041.06,56041.06,41083758949, AAPL ,-2.582742695886431,47709.195999999996
2021-10-13,56038.26,57688.66,54370.97,57401.1,57401.1,41684252783, AAPL ,2.4319812927810327,48123.797000000006
2021-10-14,57372.83,58478.73,56957.07,57321.52,57321.52,36615791366, AAPL ,-0.08943257636063089,48464.76466666667
2021-10-15,57345.9,62757.13,56868.14,61593.95,61593.95,51780081801, AAPL ,7.40776585597226,48912.018000000004
2021-10-16,61609.53,62274.48,60206.12,60892.18,60892.18,34250964237, AAPL ,-1.1643490869026247,49348.97866666667
2021-10-17,60887.65,61645.52,59164.47,61553.62,61553.62,29032367511, AAPL ,1.0937686049634057,49825.18200000001
2021-10-18,61548.8,62614.66,60012.76,62026.08,62026.08,38055562075, AAPL ,0.7754497244462911,50283.43933333333
2021-10-19,62043.16,64434.54,61622.93,64261.99,64261.99,40471196346, AAPL ,3.5762685201720776,50850.165
2021-10-20,64284.59,66930.39,63610.68,65992.84,65992.84,40788955582, AAPL ,2.6573242514263526,51621.799666666666
2021-10-21,66002.23,66600.55,62117.41,62210.17,62210.17,45908121370, AAPL ,-5.745351331311075,52339.015999999996
2021-10-22,62237.89,63715.02,60122.8,60692.27,60692.27,38434082775, AAPL ,-2.4834068121525372,52909.608
2021-10-23,60694.63,61743.88,59826.52,61393.62,61393.62,26882546034, AAPL ,1.1516504837413215,53459.558666666664
2021-10-24,61368.34,61505.8,59643.34,60930.84,60930.84,27316183882, AAPL ,-0.7129083172202475,54062.594999999994
2021-10-25,60893.93,63729.32,60691.8,63039.82,63039.82,31064911614, AAPL ,3.523980140549311,54740.036
2021-10-26,63032.76,63229.03,59991.16,60363.79,60363.79,34878965587, AAPL ,-4.234258503038739,55311.87766666667
2021-10-27,60352.0,61435.18,58208.19,58482.39,58482.39,43657076893, AAPL ,-3.0978426564156956,55853.433
2021-10-28,58470.73,62128.63,58206.92,60622.14,60622.14,45257083247, AAPL ,3.6794649220216615,56506.353
2021-10-29,60624.87,62927.61,60329.96,62227.96,62227.96,36856881767, AAPL ,2.644277835152465,57195.13966666666
2021-10-30,62239.36,62330.14,60918.39,61888.83,61888.83,32157938616, AAPL ,-0.5631966652613376,57798.40433333334
2021-10-31,61850.49,62406.17,60074.33,61318.96,61318.96,32241199927, AAPL ,-0.8593788020111058,58238.47166666667
2021-11-01,61320.45,62419.0,59695.18,61004.41,61004.41,36150572843, AAPL ,-0.5153908687884606,58681.569
2021-11-02,60963.25,64242.79,60673.05,63226.4,63226.4,37746665647, AAPL ,3.7123184869573085,59182.45066666666
2021-11-03,63254.34,63516.94,61184.24,62970.05,62970.05,36124731509, AAPL ,-0.449439516719317,59644.35566666666
2021-11-04,62941.8,63123.29,60799.66,61452.23,61452.23,32615846901, AAPL ,-2.3665830974010906,59975.602999999996
2021-11-05,61460.08,62541.47,60844.61,61125.68,61125.68,30605102446, AAPL ,-0.544093011268455,60167.744
2021-11-06,61068.88,61590.68,60163.78,61527.48,61527.48,29094934221, AAPL ,0.7509553147200437,60425.12733333334
2021-11-07,61554.92,63326.99,61432.49,63326.99,63326.99,24726754302, AAPL ,2.878843803224827,60737.098666666665
